,text
8786,@toru_aim 行ったらしいよぉぉ( º言º)ｹｯ  めっちゃ飲むやんww けんけとぅー最高かぁ☺️ でもねぇ、ウチ、ただでさえ健康診断で血液抜かれるだけでふらふら💫😵🌀なっちゃうから無理かなぁ😅
8801,@kaori_mama0924 メインがゴールドスタンダードなのですが、その容器捨てる時、恥ずかしいと妻に言われます😆 堂々と捨てたらいいやん！って言ってますがw なんか爆弾みたいって言われてる😁
8804,@MitoTsukino @YouTube はいっ！配信楽しみにします！災害で狂った世界で狂った警察相手ですから、殺人鬼のがマシですね！（予想）
8807,@nagamichi_yuya ひどいよこんなの！！  目撃者、出てきてくれますように。。 ゆうやにぃの怪我も早く良くなりますように(*´･_･｀)
8821,@kei_589406 俺にメントス食わせると半径２kmを巻き込んで爆発四散するって言っただろ
8840,@HARISUdayo 盗撮の虚構ツイ、、、
8854,@nhk_news 中国政府の発表をそのまま信じて対応してる厚労省ってバカなのかな？ 相手はGDP発表をごまかしたり、共産党政府に都合が悪い情報は抹消するか過小に発表する国なんだが…。
8857,@Wyrm50 ウィルスは人質にしてくれないからな
8858,@s1e_r それだけじゃなくて、前に人んち侵入して立てこもりのときに注意された事があるんよ。突き飛ばすのもDVってのもあるから。
8861,@hideken1025 初の遠征がダメになって残念でしたが、こんな時は仕方ないですね😢 のんびり過ごしてます😃 目撃者も落選したし😭
8868,@izumo0214 わらびも今日アニメイト行ったんだけどストーカー？
8869,@shark_sociology 担架のシノノメかわいい
8870,【絶体絶命都市2】殺人鬼が災害から逃げ惑うカオスゲー【にじさんじ/月ノ美兎】 https://t.co/PvDekVRg1X @YouTubeさんから
8872,@BluechairZock イカと言えばやっぱゲロビなんだよねー 体力減るとガンダムのカリドゥスみたいな赤い極太レーザー（掠ったらほぼ即死）を撃つんだけど、討伐時にこれが天井に向かって暴発した結果天井が崩落して空が見えるようになるっていう豪華演出があったり
8874,@mas__yamazaki 審判者を正しい人に変えれば、内乱罪、テロ等準備罪（内乱幇助）も視野に。
8879,@kharaguchi 緊急事態に対する議論を遠ざけて来た日本の政治の歴史的経緯があるからパニック云々言う事に？  最初から防衛、防疫、自然災害など最悪を想定した議論を潰して来た野党やメディアの歴史をいつになったら断ち切れるのでしょう。
8880,@RIO_marysblood 警察に被害届出して告訴の意向を伝えると真面目に捜査すると思います
8882,@shippofurifurix @suzu2123one @fujisan62o 高温多湿だから、綺麗好きじゃないと子孫残せなかったのかもねぇ。 何度も飢饉おきてるし。 でも鎌倉時代ヒャッハー民だったころはどうだったんだろうね？
8884,@accept_yasu @8ueBd6tf29iYRpZ 中国崩壊。
8886,@inmutyuuuuuu うんw まぁ炎上したい奴だろうから良いネタにはなるわw
8916,@ksneetx 殺人鬼楽よ〜 敵見つけて切って吊るすだけだから
8918,@pinky_1Biri 炭水化物の暴力ですねฅ( •ω• )w 美味しそう(*´ω｀*)ハンプティダンプティ
8919,@cgSPCosv82Lu3xu ほねおーーーーー😭 窃盗ってなに⁉︎
8920,@Butagorian #テロ
8923,@rururu_ekaki お前忘れたのか！！！？ 俺はあの時のお前のパンツだぞ(恐怖) ノリいいのが俺の唯一の取り柄だ()
8928,@Sinigami8823 CBR250R MC17 実動 書類付き 美車 ハリケーン フルカウル ホンダ 検）MC19 MC22 CB VTZ TZR CBX CBR VT FX GSX XS ZXR NSR RR ZZR バリオス https://t.co/buuBkton6m
8929,@hyodo_masatoshi @LOVE01408770 逆説的に考えると、何、故日本の首相を呼んだのか?って事です。わざわざ呼ぶにはそれなりに、理由があると思います…Σ(´□｀;)これで日本人が気付かないのは、もう、致命的です…Σ(´□｀;)
8932,「有吉さん「警察の取り締まり…出てくれたら抑止になるけどなぁ」万引きGメンや交通取締りは存在をアピールして抑止した方がいい？ #かりそめ天国」https://t.co/lWhlzl9O47 が伸びてるみたい。内容が気になるね！ 作成者:@TokioHelvetica
8936,@t_damien_666 怖そうな顔して万引きしないでくださいよ。
8946,@masuwo_game ☆3(GR41~60)は高位札や 合体で入手しやすいので 特に気にしなくていいかも。 注意するとしたらプレミアムスキルですね。 愉悦、暗殺、虐殺、百発百中、ブースタ等 本来の継承元が☆4や☆5の悪魔のスキルは 保存しておくといいですよ
8947,@piraniaryousi な、なるほど フクロウさんが大丈夫って言うなら大丈夫な気がするでち まずはストーカーを卒業して本人様にいいねくらいでアピールを…(くそびびり) 引かれたら静かに墓で暮らすので外時は遊びに来てくださいね
8949,@Aran_Saijo @scottie1088 詳細ありがとうございます。 紫外線は意外でした。そして貫通して徐々にというのが(；´Д｀) ショートは例えば落雷とかですかね。 ROMは壊れないもので、端子さえ傷付かなければ大丈夫だと思ってたので勉強になります
8950,@misaki_cabbage 業者さんの作業エリアの確保と、重要書類（会報とか本とか）の退避にばかり気を取られてて、壁のことすっかり忘れてました…ごめんよ業者さん、馬骨ならないかい？
8954,【絶体絶命都市2】殺人鬼が災害から逃げ惑うカオスゲー【にじさんじ/月ノ美兎】 https://t.co/1thCDXfyF8 @YouTubeさんから
8970,@chegyon_0808 私も卒業しちゃおっかな🖋👋 悟り開いて宗教並みに勧誘してテストという存在をこの世から抹消するwww
8972,@_s_h_i_c_a_ 縫われない場合もあるのですね！わたしの場合は縫うと聞いていたので、出血少ないといいなあ・・・😏笑　いろいろ情報収集して抜歯に臨みます。ありがとうございます！
8973,@m519063 @MBL_koro モバレマッチしたら感染しそう
8974,@meetme_titori 迫真銀行強盗部
8978,@yuhshiro 出血やばくて草
8980,@doraniki0609 落雷の確殺ライン見誤りました😭
8988,@mist070013 法定速度は何キロまでは超えても大丈夫とか話してるの聞くからみんな飛ばすのが普通の感覚になってしまった… けど自転車で隣走るの怖すぎるから｢今の車は流石に速いから警察こい｣とかはよく思ってるw
8992,@index0802 まだ読めていませんが今日こそは患者と喧嘩しながら読みますw(  ๑•̀ω•́๑)✨
8994,@u71jvGiTn7NWxd4 @Jm33t8MkLcgmGP2 @aiko33151709 @YuzukiMuroi 日本は、資源も技術力も財産もある国ですね  というか、財産の量に関わらず、国民が自身の身を守りたいと思うのは自然なことですね  水が取られたのは問題ですね やっぱり、工作活動を摘発するスパイ防止法と緊急事態条項は必要ですね
9002,@ShelbyGT500_C96 ランキングステージで大量の重傷者を叩き出す無能っぷりだったから皆に幻滅されてそう
9017,@TRPG_TL  グラスバレヱ、コレがキャンペーンとかマジ？ 阿鼻叫喚の大歓喜なんですけれど。
9021,@naminami_888 そ、それは大変でしたね…。 続くようなら管理会社、ひどいようなら警察への連絡もありですよ…。
9023,新型肺炎、外国人患者の治療費は公費負担するべきか　自民・中山氏「自前で加入の損害保険活用できないか」 https://t.co/Xbwv5akWWi @zakdeskより
9030,@kidanit キタキタキタキタワイテキタ タイガータイガータイガーショット 虎タイ虎タイ虎タイガー 人造繊維 イエッタイガー ジャッジャージャッジャー バリバリボー ストストストストストライカー カール・ハインツ・シュナイダー！ スカイ！ラブ！ハリケーン！
9031,@Bohtenchan 騒乱…(｡･`ω･´)ｷﾗﾝ☆  とりあえずゆっくりしたい_(:3 ｣∠)_
9035,@Sangwoosang サンウさん！お疲れ様😌💓沢山来てくれてよかったね😃アコースティックliveいいな～聞きたいな😍とにかく無事にイベントが終わってよかったね😊サンウさん半袖？暑かったのかな？😃目からもウイルス入るの？こわいね😱ゴーグル(笑)とにかく気を付けないとね😃写真も見せてくれてありがとう❤️
9036,@qianlongguojian @iguangcheng 造假是因为人性中的贪婪，自杀是因为日本社会没有失信者生存的土壤，不自杀他也生不如死
9044,@fengsaka 奥にクリ撃ってからプラント入るとかやってると敵のジオ持ちにプラント制圧されてから始まりがち　あんまイーブンから始まらないんだよな　ジオは無理やりプラント取れる能力も長けてるし当然大破も取れるからカプセルにも強いし重量重に噛み合ってるな　あとクリじゃ狙えない位置の上を倒せるのも強い
9045,"ほな、また… (@ 久留米警察署 in 久留米市, 福岡県) https://t.co/CDpHouilXB"
9047,@yoKhOwetBz1ZMSf スキンシップ大事です大事です😊♫ 仕事は結構多忙であまり家にいない感じなんです😅休日出勤もあるので常に気が張ってる状態だと思います。なので尚更家ではゆっくり過ごしてもらいたいんですが、たまに私の中で何かが爆発して怒涛のスキンシップしてして攻撃が始まってしまいます😭
9050,@HONMA_ASIMO 人質ビジネスかい
9059,@bXouUnVR4fuAuGZ 情報ありがとうー‼︎映像上げてくれてた人のやつ見たけどかなり痛がってたね😭しかし本人の口から大丈夫が聞けて良かった😭今後も怪我なくプレイして欲しいね✨
9060,@Ryuhnosuke_T24S さらっと怖いことを！！ ウイルスに負けないように気を付けてるので一層警戒(？)します… オススメ曲もありがとうございます！以前教えていただいた赤橙カラオケで歌ったらたいへん楽しかったです！🎤
9061,@cervosr117 怪我なくてよかったよかった
9064,@miwa20114885 愛しさアクセルは、後藤と一緒にダンスして居た時は、お互いにキレキレで印象に残っています。 昨年の6月以来の、目撃者楽しんで来ますてか？盛り上げて来ますよ。＼( ・ω・`＼)わっしょいわっしょい(´／・ω・)／
9065,@baratotusay あー陥没好き
9068,@capttsune 海上交通安全法、海上衝突予防法とは
9074,@gororin_dararin 精神科医だったんだけど自分で自分にリタリン（医療用の覚醒剤）をドチャクソ処方して完全にヤク中。 ダイヤモンドをたらふく買わせてから振ったらその数ヶ月後に服毒自殺をキメていた（警察から電話がかかってきたため発覚）
9078,@ST6TR5 退職金なくて強盗団になりましたw
9085,@auauauna 大震災と原発事故の後、思いきって避難をしてきた人達を沢山見てきました。お金持ちの家庭ばかりではないです。それでも、安全なところで過ごしたいから避難する。その決断力を改めて今すごいなあと感じています。
9087,@aiko33151709 @yumidesu_4649 @AokiTonko 妄想だが安倍シンゾウ、憲法改正が難しいから最後の一手(コロナウィルスを日本国内に蔓延させる、自衛隊員に死傷者を出させる)を企んでいるんじゃねぇの👹
9089,@teruteru_M1516s @nachtandmittag ハイジャックシステムで草
9095,@zenzidai わかるわ というか覚醒剤については正直誰も驚かなかったんじゃないかって思う
9099,@bono_make ナ：潮　（サポシ） シ：漣　（サポシ） 詩：曙　（サポ白） 赤：朧　（リフレシュなし　サポシ） 青：電　（ブルーチェーンなし　サポシ） 黒：雷　（驚きの白さ
9104,@wins_miya まさかの万引き？？
9113,@northbeach777 糖尿病網膜症による眼底出血から失明につながるやつですね←
9116,@kos_orichalife_ シャッターを制作してたんですね!! 可動式で防犯面も良し、全開にすれば見た目も気にならなくて良しの安心･安全の最高装備ですね♪ 制作お疲れ様でした♪ 🍵  僕の所もシャッター付けようかな?と考えてます...  歴代スカイラインGT-Rやらインプレッサなんて窃盗団の最高の的ですからね💦
9117,バイクとクルマが正面衝突！衝撃の映像から学びたいこととは!? https://t.co/EVCN6ushi2 @webike_bikenewsさんから
9118,@takeyan_yan_rai 確かに殴ると喜んでるよMっきぃwww
9121,@blue_med2 リア充は全力で殴る(キリッ
9123,@mamiyamikan0203 我が家は去年の11月から飼い始めました😆 最初は一切近寄らずエアコンの上に立てこもりしてましたが…最近は、娘と私の間に挟まって寝たり、毎日くっついてきます…笑 https://t.co/XZKMH4wX3m
9125,@hi_na09171217 でも、飛行機あっという間に着いちゃうからゆっくり寝てられないのよね……😴😴  大丈夫！！！ ハイジャックとかに遭遇しない限り死なないよ！安心して！✈️✈️  そかそか~~ 私は今のところ東京のみだから  またの機会だね🙌🙌  オーラス確保出来るといいな💖💖
9138,@hida_O227 ここ最近学校とかオタクとか家とかで色々ありすぎた上に昨日の姉の態度とか行動にイラつきすぎてそこで全部爆発したよね
9143,@tycho_moon @liyonyon @zakdesk 天安門事件みたいなことがおきたりするかもですね… 早く終息してほしいものです。
9149,@www11bigorjpkkk 初めて返信します。 A100系アプローズは最初の頃は好調なセールスでも火災報道により一気に販売が低迷して新車登録台数が月間100台以下と言うことが多いようです。 当時はトランクが独立していない乗用車は女性が乗る車と言う認識が強く、5ドアでセダンと名乗るのは変だと言う時代でもありました。
9156,@sakesyubunken @chageimgur ちょっと意味が分からないのはどんな状況を想定しているのかわからない。いつ来るかわからないテロリストの対艦ミサイルが命中する場合を想定しているの？  重大な被害で何十人もの重傷者が一斉に発生する状況で人工皮膚も薬品も無いだろうし医官一人と艦内医療設備で何ができるのでしょう？
9157,@sabor_sabole @crazy2_15 根拠なく特定の人を避けるなどの差別的行動をとっても意味がない？ありますよ。国が守ってくれないのなら自分で守るしかないですからね。最悪の自体を想定するのが当たり前です。自分が感染したら自分は症状なくても回りの高齢者や家族や同僚に移す可能性があるんですよ？あなた責任とれるんですか笑
9161,@dkurokob 店舗の前の道路が陥没した事も〜
9164,@hachimitsunono まあでも去年はジェイもロペスも怪我してましたしね チャンスはありそう
9165,@chikachika2t いわき市中で徒歩の目撃証言多数出てて、生息地も不明だし移動手段も不明だからまじで妖精の類だと思ってる
9174,@REDDRAGONRISIN1 線路のある構造物から判断するとモノレールっぽいですね。洪水はありますが、避難するほどではないし、仮に避難が必要な場合でも時間的な余裕があるので心に余裕が生まれます。
9178,@emirin86 @info_ozacademy @3KFCqd04Sy1LYfE @primasa1209 @RumiRumi_J @aiuemarin @rynryn1997nyans 明日急遽新宿に行くことにしたんです。 僕が最後に見た翔が血まみれの翔で止まっているので。  そしたら昼はアクトレスガールズが！？ 香萌ちゃんと花月さんとかもみたいし！？ 弱りました。
9182,@KupKlgyYgLUEG50 オリヴァー「俺警察官です」（けろっ）
9185,@meruteli すいませんいつのまにか寝ていました1時間くらいして起きて謝罪してまた寝ましたw 神起きてたのでグループはあったはず 体たらくで申し訳ないです
9186,@ma_ma_priconne 大惨事…🤭 ありがとお😭
9190,@Mickey_021013 お互い顔わかんないのに知り合い来ましたとかほんとカオス() いや、うち顔面土砂崩れ起こしてるから()
9191,@miu2with1aya3DD 美雨ちゃんも沢山ツライ思いしてきたんだね💦 元彼からDVとは…なんてことを😭 私の彼氏はそんな酷いことしないから平和だよ✨ 自傷する人格が誰か分からなくて困ってるのよね😰 まぁ大量出血するほどの自傷はしてないからまだ良い方だと思うんだけどね でもこういうことする子も私の一部だからね💦
9195,@kuzukuzuk03 え、高！！それはなにか検査とかで？？診察だけなら高くても1500円前後ですが・・・病院による？？ 薬代と合わせて2～3千円かな。
9197,@Noah_hkt ノアさんおはよう😪関東大震災がここ30年以内に起きる確率がどんどん上がってるらしいね(；´Д｀)70%とか！震度7、死傷者20000人〜！関東は危ないよ！残りの30%にかけるしかないね！？
9199,@sana_ster おまえのツイートみてたら、メンヘラのストーカーだと思っただけだよｗ
9202,@puri_22s 貴方が見ている間に他のクラスの人は退避させますので
9203,@suzuka_shiba 普段はなるべくリビングのドアを開けないようにしてるけどね。おばあちゃんがドアを閉めてくれないの😭最近、イタズラが酷すぎる！机の上に足を乗せることを覚えたみたいで、ものを落として窃盗してるよ😭
9213,@660Tb 85年の航空機墜落事故でtronの技術者の方が亡くなってしまったと聞いたことがありますね。
9214,@oh_countach 連休中重傷者以外退院させ家族が連れて帰る様に法律作ってくれんかな🙄
9216,@gorira_bot_11 離婚するかストーカーとして警察に通報されるか選びなさい( °-°)ﾌｯ
9222,@tsuburenai 飯テロ🥺🥺
9224,@t_3sun 炎上系のツイート避けるって言ってすぐ割と危なめのツイートしてんの草
9232,@arare3485 ソ連の爆撃王とは？
9241,@tintinperopero 148クリアしてからメカにすれば良かったと後悔してます😅 死傷者なしで行けると思ったのですが、槍にメカがぶっ殺されます…
9248,@onipote_umaiii 桑名くんの場合周りがあきれるほど頑丈に強風&amp;豪雨対策施してなおこうなりそうな気がするからヤバいですね(笑)
9249,@Haruuuchannel ちなみに、蒸留機は自作出来ますから怪我ないように気を付ければ簡単にアロマ出ますよ^_^
9254,@W7zDBeVwEvhByqa 雷に打たれやすいんですよ笑　ミスダブルフィンガー（No.2）もナミのクリマタクトで雷に打たれてましたし😅😅
9255,@__kuro_rr そうなんだよね😭😭 複数使いするとわからんくなりそうだし😣  短めのやつでいうと、キューピッドに落雷はおすすめだよ😇❤️❤️❤️ うちもフォロワーさんにおすすめしてもらって読んだんだけど最高だった🥺💗年下わんこ攻めとクールな先輩の話なんだけどよきだよ🥳❤️
9261,@shige_to_ko 年3回はあるよ！その時にしかヘルメット使わないからいつもホコリ被ってる 自衛消防隊もいるんだけど訓練の時はいつも誰かが怪我人になって担架で運ばれてるwww
9262,@misakifes1 大麻に関する事情や科学的知識が乏しいので大麻の社会的な問題については言及できませんが、ひき逃げという行為が人道的ではないのは確かですね。
9265,コロナウイルス震源地武漢から命がけで上げた動画 「和訳」 https://t.co/kYOIEm6i5O @YouTubeより
9266,🐇 在日米第三海兵遠征軍@IIIMEF_JP #北海道 で行われている日米冬季慣熟訓練「ノーザンヴァイパー」では、このような負傷者後送訓練を実施しています。#北部方面隊 #第三海兵遠征軍 https://t.co/SnWMjdCFn2
9275,@ssKQoPmuqmDE4Ws 当て逃げというより、ひき逃げですよね。怪我とかなさそうで良かったです。
9277,@grgr526 ﾋｪｯ 炎上の話は衝撃です(ﾟ-ﾟ;)こういう企画では公式さんは密に連絡を取って色々チェックするはずと信頼しているので、そんな発想が出るとは…さっきから自分と違う方向からの考えに驚きまくりです💦これらはﾌｧﾝの間での杞憂として、企画が楽しく進行することを願うばかり…
9283,@ISSA_from_DP いっちゃん💓お疲れ様です❤ アリーナまでもうすぐあと10日✨だね😊💕 めちゃくちゃ楽しみ〰️😁💕✌️ 怪我などないようにRH✨頑張ってね❤
9286,@eggBoloSuki ＞＞＞ひじきはいいよ＜＜＜えっちなのむずかしいよぉ……せめて乳首描けるようになりたいですせんせー…🔮の陥没………
9289,@hoshusokuhou 失踪した人の写真とかないんですか？　公開捜査しないと‼️ 🇨🇳からバイオテロが入ってきてるとかそんな噂やデマが流れているというのを聞きました。失踪したとか聞くと、えっ‼️　あの話ほんとに❓何て勘ぐってしまいます。そのためにも早く捕まえてほしい‼️　でもなんで TVの報道ではやらないの❓
9298,@mckenchiku 時速200km銃乱射ニトロセル貼り付け激突
9302,@Ren10576 吹雪さん初めましてダンディーZと申します🙇‍♂️ 今回行われるシングルゲリラの確定枠を頂きたくリプライ致しました‼️ どうか1枠頂けないでしょうか🥺ご検討宜しくお願いします‼️  荒野名:VenereDundeeZ 代表者ID:@Z_Dundee0  コピペ用:Z_Dundee0
9316,@aya52379532 私よく盗撮する側やからwww
9317,@senaDbrother 進撃の🐰🎀と裏パルって運命共同体 だよね  心は どちらも炎上商法でしか相手にされない
9328,@HZgA2GRfOIuijXX @Milla_gauche @garden80397256 @D66517222 バイオテロじゃなくて 「偉大なる我らが中国は病気封じ込めなど楽勝に出来る」って事にしたいだけ よそに圧力かけたり数字ちょろまかしてでも「うちの政府全然駄目じゃん」って思われたら負けって事
9329,"久しぶりに、来ました。先ずは、生ビールから。 (@ 雷や in 世田谷区, 東京都) https://t.co/RThSPZ1fir https://t.co/fpuDyIuJWe"
9332,@ho_kadon あっ！イキリスーモ！！             やっぱりキリト      かなーｗ自分では似て    ると👁思わ👁ないんだけ ど周りからキリトに似てるっ てよく言われるｗこないだDQ  Nに絡まれた時も意識なくて    周りに人が血まみれで倒れ     てたしなちなみに彼女も   足立梨花に似てい           」         」
9334,@mnagao1 https://t.co/M0U7LaVB0L  当方に非があった様ですので謝罪させて頂きました。
9338,@jinjintokitoki 下からどんどんボス湧いてきてひょえ〜って感じでした😇気を抜くとすぐ重傷者捕縛されるし…そして旧帝国式丸盾3枚集めたと思ったら2枚しかなくて終わりました✌️
9344,@ariariar13 (ﾟдﾟ)(｡_｡)ンダンダ 会社の車で暴走ヾ(｡･∀･)oﾀﾞﾅ!!
9345,@YSD0118 @burubur56030897 土人の酋長「（自分の島に避難してきた人々を見て）わたしそんなに、どかーと食えないよ」  筒井先生自身は出版社と言葉狩りに対処する契約を交わしてるから、その気になれば自由に書けるはずなんだよな。
9350,@ortega_perfect カゴに入れてる時点で買う意思があるとみなしてるそうなので、勝手に持ち去ったりすると窃盗罪になるそうです… 置きっぱなしと区別がつきにくいので難しいところですね😶
9357,@ririri_bg 余計すぎな。男もそうなのか知らんけど、女ってそーゆうの気にするし、言われたら頭から抜けないし、ここもその人と来たのかなぁとかやってる時もこうだったのかなぁとかとにかく嫌な事ばかり頭に浮かんでアレルギーでそうになる。とりあえず記憶抹消してくれ。
9359,@NYAMOTAMO なるほど( *・ω・) いやぁ…汚れ等より窃盗が怖い故にテントの中に入れるのですよw だから同じハンモック内に荷物を入れられたらベストなんです この２つをタープで包んでしまえば良さげですね  一応シュラフでインフレーターの上で寝れてますw
9361,@550413ks 私バイオとかホラゲーやったことないんだ…😨虐殺されまくる未来が見える…！
9364,@tai0415 ヒイラギ「そこは未だ謎ですね…少なくとも身体を手に入れれば出来ると考えてます。影ワレモコウ事件に関してもここで話をしようと思いますが、よろしいですか？」
9369,@yyyyy_0826 みたいですね…ロッテは当日でも( *˙ω˙*)و ｸﾞｯ! 采配的中した時のベイスターズの爆発力はもう止まらないですからな(￣▽￣;)
9374,@karaage_rutsubo しかし、この漫画の会社、誰でも採用されてるのか？  そうでなければ、 四枠目の彼が採用されると言うことから、 人事や面接担当者に「出来る少数派」が生存してる模様。  お疲れ様です。
9375,【バスケ】コービー・ブライアントの追悼式で涙腺崩壊です。 https://t.co/DCtm2bca63 @YouTubeより （；＿；）
9378,@0o_MATA 陥没じゃ（笑）
9387,@UN_NERV 市民の人達は、普通だよって  あれだけ恐怖なのに？  冷静に出来る事が、不思議？  本当に危険ですから 避難する準備はして下さい。  御願いします。
9389,『2.2 #ホリエモン万博 #HATASHIAI 阿鼻叫喚祭り最期の夜』 HATASHIAIラウンドガールズ🔥にも是非ご注目ください！  #羽生ゆか  @yukanekonyun  #真宮みれい  @mamiya_mirei   #小日向みのり  @teno_minorin  @takapon_jp @hori_fes 当日券は👇https://t.co/1xn4SB9GeY https://t.co/v1EXhSoodV
9397,"@syannhai1 因みに  東海村JCO臨界事故(1999年) 死者2名、重症1名、被曝者667名  新型肺炎(2020年2月2日時点) 死者259名、感染者12,039名  これで「東海村の事故」を引き合いに 出して新型肺炎の被害を正当化出来る とでも？"
9399,@aru_root_25 いやおれの方が顔面土砂崩れだもん
9401,@Tomomix310 思考のハイジャックされたけど、おはよう😃
9408,@bus_no_hito 乗客に「毛利」さんと「江戸川」さんとハイジャック犯が乗っている可能性。
9420,@Catalina3668 仲間ですね😆❤️(=´∀｀)人(´∀｀=)  アタシもその時初めてソ連崩壊を知りました😂😂😂
9422,@bakugoukatuki10 ありがとう私は爆発したからテスト受けられないね！！！((((
9423,コロナウイルス震源地武漢から命がけで上げた動画 「和訳」 https://t.co/BsIHwXfuq5 @YouTubeより
9430,@moto_jintsu ちゃんと、リア充は爆破しないと
9432,@march04100817 どっかの国民のバイオテロのお陰ですね～(´∇｀)
9441,@bokebot 万引きに家族殺されたのか
9442,@kuboNogi_train ドクターイエロー追突させんぞ（）
9443,@xkururi へへっ…実際に起きた事件を元にしてるので割とエロもグロも割と容赦なかった…気がします！あんにゅさんの映画レビュー楽しみだ〜〜！！
9445,@l0DI3XffXOiHlwK @ryokotakeishi ドリ立てこもり事件w
9446,@zelsabaku なるほど。大量殺人鬼ですねw
9447,@__c_001__ 飯テロされた… 朝も昼も食べてないからこれは効く
9452,ご愁傷様。 ロシア唯一の空母で火災　「存続かけ消火」と報道 https://t.co/2vdZsZNxSE @Sankei_newsより
9453,@Wl9uZ もしかしてこれだけの死者が出ているってことは、最早高齢者や持病のある方だけが重症化しているとは思えませんね。普通に健康な方も重症化しているのではないでしょうか？世界各国の頭脳明晰の方、ワクチンの開発をよろしくお願いします🙏
9454,@oishiremonsui そうそう、だからちょっとやりすぎて陥没してるっしょ？？？？
9455,@23_key バディものとしてだったら同じ人間でも国や民族が違えば衝突もありますし、それがSFとしてのギミックがうまく絡んだ話が見たいですよね…多分自分で書けば早いんでしょうけど…難しいです…orz
9463,@ki_chan1995 そして今日負けた事をモノノフに謝る謎の謝罪🙇‍♂️
9468,@hokkainokani 顔面土砂崩れってあだ名付けられて叩かれちゃいます…
9471,@kskgroup2017 そして最終的には、スポーツで怪我をした方のためのプラットフォームを創りたいと思います。 リハビリのトレーニング方法やモチベーション維持、かかりつけ医やセカンドオピニオンなど、スポーツの種目を問わず、アスリートからアマチュアまで→
9475,@deliabou 個人的には誤爆めんどいから榴弾と要請爆撃は使ってもカジュアルしか使わないですね。 リペマシは置き場所、付近の敵の数によっては相手の5ポイントホイホイになるのでそこだけ気をつけましょー
9480,@LittleJanneROKA 初動で右に当たるなら、動き出すまでを気持ち左めに待機すると初動で激突は防げるかなぁと。 最初2回レバー入れるところが3回になるぐらいな調整になりそうだけど タイミングに慣れたら真ん中待機で2回にして行く。
9484,@Lilith_of_Monat 要するに、実は仲良くしたいんですね。リリーさんを助けに来る時は、なんか良く分かんないダークヒーローみたいな外骨格を生成してると思いますよ。大量殺人鬼で有名ですし。
9490,@21Sahel パニック状態だね。春節が終わって中国人が帰国すれば少しは落ち着くと思うんだけど。健康な人は感染しても重症化はしにくいようだけど、病気のある人や年配者は気になるよね。マスクはドラッグストア以外でも売ってるよ。作業服屋だとかなり厳重なのがあるし。少し大袈裟になるけど。
9491,@Ikedadenkou_Gif ぼくも今日講習でしたよ! 消防団関係ですか?
9496,@new_misyamisya 文面では謝罪してるけど結局は自分は悪くないってスタンスなのが腹立つな あと全然中立じゃないのに中立気取ってるところも
9500,@Sakuramoti_0307 戦闘服だわ
9502,@elza3840 目撃証言あるみたいですが、心配ですよねぇ。。
9517,@gengenetrix_3 墜落させて娼婦に...ぐへへへ
9526,@praimetiz 結局2014年に、SPEEDIは避難には使わないことになったようなのだが、巨額の投資をしてまずまず当たるものを作っておきながら使わないとは、勿体ないことをしていると思う。 https://t.co/jHz6GRSKbv
9530,@teolo_THdesire 良い子も悪い子も真似すると火傷するぜ…？(手の指1箇所負傷)
9538,@mukugi_taichi1 講習お疲れ様でした。 市議の方がこのような姿勢でおられると、市民としは心強いと思います。 ちなみに私はこないだ職場の消防訓練に参加しまして消火器を生まれて初めて使用しました。やはり訓練は大切たと感じました。  ニャン🐱ニャン🐱ニャン😺の日、素敵な午後をお過ごしくださいませ(^ー^)
9555,@KntNso モチベは周囲の人に感染する気がするので、1〜2年は上司や先輩の影響大きいかと。建設業はある程度仕事覚得るのに5〜10年かかるので、仕事が楽しくなる前に辞めちゃう人も多いですわ。 そこから先は仕事量に比例する気がするので、休みや時間外にどれだけ仕事やってるかですね。根性論ですが。
9560,@Hzm_asaginoSora ありがとう😭うれしい😭😭大事故にならなくてよかった………
9561,@xkeima トイレに立てこもり事件を起こしそうです。
9568,@ryotax69 裁判所は客観的な事実が無ければ認定はしないでしょ？ 例えば暴力で怪我をさせたりとか具体的な事でね。 だけどモラハラ気質な人が会話じゃなく文章にしてやり取りしてるとそこに傾向が出てくるからなんじゃないんですか？
9574,@yurumazu @RetirementSemi まだ全容が分かってないのにその発言はどうかと思いますね。インフルエンザなんて既出のより未知の新型コロナウイルスの方が怖いですよ。治ったと言う人は本当に治ったのか？まで追えてないのに。僕の想像がそうでない事をいのりますが。
9583,@neml_j 陥没乳首おかえり❤️
9590,@kousuke1235 前から何も無かったはずです。 土砂崩れ対策だ～とか聞いた覚えがあるんですが、山肌が露出してて旅館から見える景色が少し残念ですよね🤢
9591,@freckleleader すごい！時代の目撃者！
9594,@seijichishin @prideofjapan1 プロ人質が何を言うか。 外務省と法務省すら間違える。 ジャーナリストとは思えない下調べのレベルです。 蕎麦屋にラーメン頼んでも来ませんよ！ https://t.co/WXeVCE1Uak
9605,@madobekissa 総くんはテロテロ＋細身のパンツなんですね😍披露し続けるのか気になりますね笑！素晴らしい妄想をしてます😂
9611,@fm21wannuumui 騒乱罪適用案件ですね
9613,@aoteen__ 私、20歳～21歳の時なんだけど 1年に2回正面衝突🤣🤣
9615,@ESTzikkyou 未来の神奈川の姿かな（横浜騒乱編） #mahouka
